url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-europe-68086568,Ukraine war: Nothing but rubble in shattered ghost town Avdiivka,2024-01-30 01:34:36+00:00,"After months of fierce fighting, small groups of Russian troops have reached the heavily damaged eastern Ukrainian town of Avdiivka and are trying to gain a foothold there.",True,bbc
https://www.bbc.co.uk/news/world-europe-68298854,Ukraine fights on in ruined Avdiivka despite severe weapons shortage,2024-02-15 06:02:22+00:00,"Nato Secretary-General Jens Stoltenberg has warned that the US failure to approve continued military assistance to Ukraine is already having an impact on the battlefield, although he expects Congress will eventually approve an aid package. Republicans in the lower House of Representatives are holding up a $95bn (£75bn) foreign aid package for Kyiv.",True,bbc
https://www.bbc.co.uk/news/world-europe-68323366,Avdiivka: Ukraine troops leave embattled eastern town,2024-02-17 00:37:52+00:00,Ukraine says its troops have withdrawn from Avdiivka - a key eastern town besieged by Russian forces for months.,True,bbc
https://www.bbc.co.uk/news/world-europe-68325022,"Ukraine war: 'Artificial shortage' of weapons helps Putin, says Zelensky",2024-02-17 11:48:39+00:00,"Ukraine's President Volodymyr Zelensky has made an urgent appeal for more weapons to avoid a ""catastrophic"" situation in Europe.",True,bbc
https://www.bbc.co.uk/news/uk-68329715,Ukraine visa schemes to be extended by 18 months,2024-02-18 04:12:18+00:00,"Ukrainians who came to the UK following the Russian invasion will be able to apply for 18-month extensions to their visas, the government has announced.",True,bbc
https://www.bbc.co.uk/news/world-europe-68330570,Biden 'confident' on $60bn Ukraine war aid package vote,2024-02-18 09:10:23+00:00,US President Joe Biden has assured his Ukrainian counterpart that $60bn in military aid is on its way.,True,bbc
https://www.bbc.co.uk/news/uk-politics-68301662,Lord Cameron urges US Congress to back Ukraine funding package,2024-02-14 22:38:21+00:00,Lord Cameron has urged the United States Congress to back a fresh package of military support for Ukraine.,True,bbc
https://www.bbc.co.uk/news/world-us-canada-68284380,"Senate's $95bn for Ukraine, Israel and Taiwan faces uphill battle in House",2024-02-13 12:14:36+00:00,"The US Senate has approved a $95bn (£75bn) foreign aid package after months of political wrangling, but it faces an uphill battle in the House.",True,bbc
https://www.bbc.co.uk/news/world-europe-68305049,Ukraine war: Deadly strike on Russian shopping centre in Belgorod,2024-02-15 10:34:19+00:00,"Seven people - including a one-year-old baby girl - have been killed in a Ukrainian air attack on Russia's city of Belgorod, the region's head says.",True,bbc
https://www.bbc.co.uk/news/world-europe-68285431,War-weary Ukrainians endure as Russia's invasion drags on,2024-02-14 13:05:37+00:00,"Nearly two years since the Russian invasion of Ukraine, Fergal Keane returns to the Lviv station where in February and March 2022 he witnessed the biggest refugee crisis in Europe since World War Two.",True,bbc
https://www.bbc.co.uk/news/world-europe-68292602,"Russian landing ship Caesar Kunikov sunk off Crimea, says Ukraine",2024-02-14 08:36:37+00:00,"A big Russian amphibious ship, the Caesar Kunikov, has been sunk off the coast of Russian-occupied Crimea, according to Ukraine's armed forces.",True,bbc
https://www.bbc.co.uk/news/world-europe-68313306,Ukraine Russia war: US warns Avdiivka could fall,2024-02-16 02:21:15+00:00,The US has warned that Russia could seize Ukraine's key eastern town of Avdiivka - the scene of some of the fiercest fighting in recent months.,True,bbc
https://www.bbc.co.uk/news/world-europe-68255490,Exhausted Ukraine struggles to find new men for front line,2024-02-12 06:01:34+00:00,"When Pavlo Zhilin and his patrol hit the streets of Cherkasy, men often swerve to avoid them.",True,bbc
https://www.bbc.co.uk/news/world-europe-68224416,Ukraine war: Russian air strikes claim five lives in Kyiv and Mykolaiv,2024-02-07 05:38:23+00:00,"Russian missile and drone strikes targeted cities across Ukraine on Wednesday morning, killing at least five people and wounding dozens more, Ukrainian authorities said.",True,bbc
https://www.bbc.co.uk/news/world-europe-68244813,Zelensky sacks Ukraine's commander-in-chief Valerii Zaluzhnyi,2024-02-08 16:54:04+00:00,"Ukraine's president has sacked the commander-in-chief of the country's armed forces, Valerii Zaluzhnyi.",True,bbc
https://www.bbc.co.uk/news/world-europe-68249102,Ukraine's missing children tracked down in Russia by digital sleuths,2024-02-09 16:42:55+00:00,"An international team of investigators say they have tracked down eight Ukrainian children, believed to have been abducted during Russia's invasion.",True,bbc
https://www.bbc.co.uk/news/world-europe-68170396,Ukraine war: How Russia's war is changing childhood in Ukraine,2024-02-02 06:17:30+00:00,"Russia's war has transformed everything in Kharkiv, including childhood.",True,bbc
https://www.bbc.co.uk/news/world-europe-68151969,Hungary's Viktor Orban and EU leaders to face off over Ukraine aid at crucial summit,2024-02-01 06:02:50+00:00,European leaders are meeting on Thursday in Brussels in the hope of ending a standoff over financial aid for Ukraine.,True,bbc
https://www.bbc.co.uk/news/world-europe-68156442,Ukraine and Russia complete first prisoner swap since plane crash,2024-01-31 13:45:06+00:00,Russia and Ukraine say they have exchanged captured soldiers - the first swap since the crash of a Russian plane that Moscow claimed had 65 Ukrainian prisoners of war (PoWs) on board.,True,bbc
https://www.bbc.co.uk/news/business-68018660,"Russian oil getting into UK via refinery loophole, reports claim",2024-02-05 00:01:35+00:00,"Millions of barrels of fuel made from Russian oil are still being imported to the UK despite sanctions imposed over the war in Ukraine, research claims.",True,bbc
https://www.bbc.co.uk/news/uk-68165971,Ukraine support package worth €50bn agreed by EU leaders,2024-02-01 10:45:37+00:00,"All 27 EU leaders have agreed a €50bn (£42bn; $54bn) aid package for Ukraine, after Hungary stopped blocking the deal.",True,bbc
